id,name,accountId,hasaddress,infoempresa,web,addressLocality,streetName,streetNumber,floor,latitude,longitude,localityToShow,phoneToShow,freeCallNumber,emails
13377344,Yeannes Mariana,21718199,True,,,Buenos Aires|Mar del Plata,San Lorenzo,2845,,-38.010094,-57.558865,Mar del Plata - Buenos Aires,(0223) 15 - 589 - 1954,+5492235891954,
15062375,Ecca Construcciones,21956503,True,,,Buenos Aires|La Plata,35,124,PB,,,La Plata - Buenos Aires,(011) 15 - 6376 - 8246,+5491163768246,
15185961,Stella Maris Acuña,21840978,True,,,Buenos Aires|Costa del Este,Av 2,391,,,,Costa del Este - Buenos Aires,(02257) 15 - 66 - 5917,+5492257665917,arqacua@yahoo.com.ar
15551983,Co Construcciones,01408161,True,,http://www.coconstrucciones.com.ar,Buenos Aires|Hurlingham,B Pérez Galdós,1480,,-34.602272,-58.64664,Hurlingham - Buenos Aires,(011) 4662 - 7585,+541146627585,
15617131,Arq Maria Jose Laurino,21991894,True,,,Buenos Aires|San Miguel del Monte,Dr N Repetto 695,,,,,San Miguel del Monte - Buenos Aires,(02226) 15 - 68 - 9072,+5492226689072,
15889122,Arqui Arquitectura Positiva,21731925,True,,www.arquipositiva.com.ar,Buenos Aires|Moreno,Perú,2120,,-34.64499,-58.803024,Moreno - Buenos Aires,(0237) 462 - 6542,+542374626542,info@arquipositiva.com.ar
15937240,Ivan Gianotti Arquitecto,22300261,True,,,Buenos Aires|San Nicolás,Mendoza,443,,-33.333504,-60.22824,San Nicolás - Buenos Aires,(0336) 15 - 427 - 6527,+5493364276527,ivangianotti@gmail.com
15954712,Arquitecta Mirta Caserma,21575554,True,,,Buenos Aires|Ostende,Estocolmo,498,,-37.149628,-56.88514,Ostende - Buenos Aires,(02254) 48 - 7714,+542254487714,dosmareas@telpin.com.ar
15981866,Silvina Moyano Generos & Ambientacion,00883688,True,,,Buenos Aires|Luján,Francia,892,,-34.563118,-59.11852,Luján - Buenos Aires,(02323) 15 - 55 - 7281,+5492323557281,silvina_moyano@hotmail.com
16052269,Hernan Pagliardini,22434778,True,,,Buenos Aires|Mar del Plata,Primera Junta,2574,,-38.014046,-57.558014,Mar del Plata - Buenos Aires,(0223) 15 - 680 - 3922,+5492236803922,
16564196,Estudio 2G,21583987,True,,www.arq2g.com,Buenos Aires|Villa Gesell,Avenida 3,4179,,-37.249508,-56.955055,Villa Gesell - Buenos Aires,(02255) 47 - 4497,+542255474497,admin@arq2g.com
15072445,En Concreto Casas,21958406,True,,http://www.enconcretocasas.com.ar,Buenos Aires|Tigre,A Del Valle 5155,,,,,Tigre - Buenos Aires,(011) 15 - 3200 - 1088,+5491132001088,info@enconcretocasas.com.ar
15609130,Ortiz Patricia Decoradora,00710108,True,,,Buenos Aires|Tandil,Lamadrid,647,,-37.340103,-59.122963,Tandil - Buenos Aires,(0249) 444 - 5276,+542494445276,estudio@patriciaortizdeco.com.ar
15729944,Constructora de los Reseros Servicios Integrales,21403232,True,,,Buenos Aires|Parque Leloir,De Los Reseros,1307,,-34.623085,-58.685886,Parque Leloir - Buenos Aires,(011) 4621 - 2954,+541146212954,delosreseros@gmail.com
15859925,Arq Jose Luis Biagioni,01364547,True,,,Buenos Aires|Manuel B Gonnet,Cno Centenario,2744,1,-34.849953,-58.093506,Manuel B Gonnet - Buenos Aires,(0221) 471 - 0419,+542214710419,
16604479,German Sergio Pla,21954185,True,,,Buenos Aires|La Plata,121,705,,-34.8825,-57.963116,La Plata - Buenos Aires,(0221) 15 - 543 - 1186,+5492215431186,
16604311,Juan Martin Puchuri,21815297,True,,,Buenos Aires|La Plata,43 57,,,-34.9244,-57.9545,La Plata - Buenos Aires,(0221) 15 - 568 - 1544,+5492215681544,puchujuanmartin@hotmail.com
16611316,Umbral Estudio - Arquitectura y Desarrollos Inmobiliarios,21802795,True,,,Buenos Aires|Chivilcoy,Yapeyú,19,,-34.900085,-60.016666,Chivilcoy - Buenos Aires,(02346) 42 - 1697,+542346421697,info@umbralestudio.com.ar
14879278,Mca Arquitecto,21940316,True,,,Buenos Aires|Bernal Este,Belgrano,328,12,-34.712265,-58.28062,Bernal Este - Buenos Aires,(011) 4251 - 1927,+541142511927,marcoscabralarquitecto@gmail.com
16383972,Arquitecto Carlos Javier Marcone,21725289,True,,http://www.arq-carlosmarcone.com.ar,Buenos Aires|San Nicolás,Urquiza,122,,-33.333336,-60.22824,San Nicolás - Buenos Aires,(0336) 15 - 465 - 1680,+5493364651680,
15733437,Ricatti y Asociados - Negocios Inmobiliarios,21761266,True,,www.ricattiasociados.com.ar,Buenos Aires|Glew,Castro Cambón,104,,-34.8882,-58.381004,Glew - Buenos Aires,(02224) 42 - 0430,+542224420430,
16114251,Valeria Laura Borio,22533156,True,,,Buenos Aires|Quilmes,Monroe,577,,-34.716908,-58.246944,Quilmes - Buenos Aires,(011) 15 - 6954 - 5266,+5491169545266,
16549486,Fernando Fabian Rubeo,21811291,True,,,Buenos Aires|La Plata,CALLE 138 1168,,,,,La Plata - Buenos Aires,(0221) 15 - 638 - 9988,+5492216389988,
14154730,Maestro Mayor de Obra,21787285,True,,,Buenos Aires|San Martín,R L Falcón,4951,00,-34.57976,-58.53981,San Martín - Buenos Aires,(011) 15 - 5043 - 2012,+5491150432012,
15156632,Ferreteria Industrial - Carlos a Frisina,00222153,True,,www.carlosfrisina.com.ar,Buenos Aires|Junín,B De Miguel,601,,-34.599075,-60.9578,Junín - Buenos Aires,(0236) 444 - 3246,+542364443246,
15529328,Marta Otero y Santiago Barcelo Arquitectos,21722920,True,,,Buenos Aires|San Pedro,Belgrano,399,,-33.700085,-59.683334,San Pedro - Buenos Aires,(03329) 42 - 5112,+543329425112,
15572105,Gestoria Platense,00242145,True,,http://www.gestoriaplatense.com.ar,Buenos Aires|La Plata,48,877,3,-34.91887,-57.957054,La Plata - Buenos Aires,(0221) 482 - 8877,+542214828877,gestoriaplatense@yahoo.com
14719866,Estudio de Agrimensura,00955688,True,,,Buenos Aires|Pilar,L López,863,,-34.459296,-58.916801,Pilar - Buenos Aires,(0230) 442 - 1720,+542304421720,agrimdabove@gmail.com
16564583,Rubio Noelia Celeste,21800783,True,,http://www.estudio27.com.ar,Buenos Aires|Mar del Plata,Entre Ríos,1740,,,,Mar del Plata - Buenos Aires,(0223) 15 - 623 - 9576,+5492236239576,
16464436,Estudio Tecnico Sur Cabelli - Orona,00886530,True,,http://www.estudiotecnicosur.com,Buenos Aires|Berisso,131,693,,-34.935265,-57.978226,Berisso - Buenos Aires,(0221) 15 - 505 - 5331,+5492215055331,estudiosur@hotmail.com
15138656,Estudio de Arquitectura Maria Eugenia Pellegrini,21127603,True,,,Buenos Aires|Villa Elisa,422,2164,,-34.871574,-58.092197,Villa Elisa - Buenos Aires,(0221) 15 - 573 - 2692,+5492215732692,
16021209,Estudio Arquitectura Vista-B Elian Iellimo,22432148,True,,,Buenos Aires|San Justo,H Yrigoyen,1064,,-34.668438,-58.54916,San Justo - Buenos Aires,(011) 15 - 4889 - 1412,+5491148891412,estudio.vistab@gmail.com
15700194,Nan Arquitectura,21922484,True,,,Buenos Aires|La Plata,47,162,,-34.90585,-57.943012,La Plata - Buenos Aires,(0221) 15 - 501 - 6987,+5492215016987,nan.arquitectura@gmail.com
16237649,Vilaro Jose Luis e Hijos Arquitectos,01446598,True,,,Buenos Aires|Marcos Paz,Belgrano,2105,,-34.78444,-58.838005,Marcos Paz - Buenos Aires,(0220) 477 - 2949,+542204772949,
16300178,Colegio de Arquitectos Distrito 8 - Delegacion Olavarria,00207262,True,,www.capba8.com,Buenos Aires|Olavarría,Rivadavia,2188,,-36.88445,-60.30974,Olavarría - Buenos Aires,(02284) 42 - 9787,+542284429787,capba8secretaria@gmail.com
16564593,Arquitecto Adrian Santolin,21803965,True,,www.globalestudio.blogspot.com.ar,Buenos Aires|Merlo,los almendros los almendros s/n esquina pringles,,,,,Merlo - Buenos Aires,(0266) 15 - 440 - 9073,+5492664409073,estudiosantolin@gmail.com
16844450,Jaluf Pablo Daniel,21740672,True,,,Buenos Aires|Mar del Plata,Alte Brown,3231,PB,-38.000953,-57.557264,Mar del Plata - Buenos Aires,(0223) 15 - 594 - 9080,+5492235949080,
16176355,Mc Decodiseños,22538043,True,,www.toodesign.com.ar,Buenos Aires|Boulogne Sur Mer,Av A Rolón,2627,,-34.51492,-58.568172,Boulogne Sur Mer - Buenos Aires,(011) 15 - 5456 - 9965,+5491154569965,marita1305@live.com.ar
15613602,Conar,01409755,True,,http://www.conar-techos.com.ar,Buenos Aires|Olivos,Fray J Sarmiento,3143,,-34.51465,-58.507378,Olivos - Buenos Aires,(011) 4790 - 1950,+541147901950,
16610041,Alarmas Ram,00514515,True,,,Buenos Aires|Azul,España,696,,-36.78325,-59.85,Azul - Buenos Aires,(02281) 43 - 5450,+542281435450,martinaarquitectura@live.com
15072140,Dass - Arquitectura & Construccion,00878203,True,,www.dass.com.ar,Buenos Aires|Temperley,C Casares,168,,-34.763115,-58.386036,Temperley - Buenos Aires,(011) 4244 - 4700,+541142444700,info@dass.com.ar
15200657,Arq. Alejandro Santos Di Pietro,00082923,True,,,Buenos Aires|Mar del Plata,Solís,8170,,-38.00899,-57.586533,Mar del Plata - Buenos Aires,(0223) 15 - 519 - 1060,+5492235191060,
15267984,Colegio de Arquitectos Pcia Bs As Dist IX,00077453,True,,http://www.capba9.org.ar,Buenos Aires|Mar del Plata,Dorrego,1657,,-37.992783,-57.55877,Mar del Plata - Buenos Aires,(0223) 473 - 3031,+542234733031,tesoreria@capba9.org.ar
15296433,Braccini Rega Arquitectura,00538542,True,,www.braccini-rega.com.ar,Buenos Aires|Bahía Blanca,H Yrigoyen,1022,PB,-38.709,-62.26,Bahía Blanca - Buenos Aires,(0291) 455 - 4700,+542914554700,
15815753,"""Estudio Sagese"" Saidman y Semrik",00231731,True,,,Buenos Aires|La Plata,42,934,,-34.915256,-57.96438,La Plata - Buenos Aires,(0221) 15 - 637 - 5536,+5492216375536,estudiosur60@gmail.com
16230802,Arquitecto Marcelo o Subiros,00227483,True,,,Buenos Aires|Arrecifes,Lamadrid,153,,-34.06675,-60.11667,Arrecifes - Buenos Aires,(02478) 45 - 2247,+542478452247,
16231108,Heladeria la Veneciana,00242603,True,,,Buenos Aires|La Plata,12 1234 e/57 y 58,,,,,La Plata - Buenos Aires,(0221) 483 - 2626,+542214832626,
16233189,Fuero de Familia Dr Agustin Arias,00677901,True,,,Buenos Aires|Mar del Plata,Garay,2972,,-38.00645,-57.5576,Mar del Plata - Buenos Aires,(0223) 15 - 447 - 8009,+5492234478009,
16248218,Arquitectura de Hoy - Cielorrasos - Revestimientos,00242301,True,,www.arquitecturadehoy.com.ar,Buenos Aires|Tolosa,Avenida 13,820,,-34.89987,-57.98447,Tolosa - Buenos Aires,(0221) 483 - 3000,+542214833000,geraldiner@arquitecturadehoy.com.ar
16605831,Viveco SRL Arquitectos,00209056,True,,www.vivecoarq.com.ar,Buenos Aires|Tandil,San Martín,271,,-37.328598,-59.140476,Tandil - Buenos Aires,(0249) 442 - 1280,+542494421280,arquitectos@viveco.com.ar
16604125,Construcciones Civiles Arquitecto Fernando Mancuso,21854370,True,,,Buenos Aires|Moreno,Almafuerte 1402,,,,,Moreno - Buenos Aires,(011) 15 - 5037 - 1082,+5491150371082,fernando_mancuso@hotmail.com
15285879,Estudio de Arquitectura Ramon Garcia,00971900,True,,,Buenos Aires|Escobar,Asborno,712,,-34.34633,-58.795185,Escobar - Buenos Aires,(0348) 442 - 0859,+543484420859,rgploteos@arnetbiz.com.ar
16053079,Leonardo Diamante,22434821,True,,,Buenos Aires|La Plata,116,457,,-34.900864,-57.950474,La Plata - Buenos Aires,(0221) 15 - 602 - 1380,+5492216021380,
16300427,Francisco Urbina Arquitecto,21824474,True,,,Buenos Aires|La Plata,59,568,,-34.919544,-57.942207,La Plata - Buenos Aires,(0221) 15 - 557 - 7783,+5492215577783,franurbina@hotmail.com
15730261,Guidam - Fabricacion de Electroimanes,01271031,True,,http://www.guidam.com.ar,Buenos Aires|Caseros,M Moreno,5210,,-34.607685,-58.571373,Caseros - Buenos Aires,(011) 4734 - 2685,+541147342685,guidamargentina@yahoo.com.ar
15872538,Eizmendi Miguel Gustavo,00253029,True,,http://www.eizmendi-ortega.com.ar,Buenos Aires|Pehuajó,Rivarola,860,,-35.8,-61.866,Pehuajó - Buenos Aires,(02396) 47 - 2859,+542396472859,eizmendi-ortega-arq@speedy.com.ar
16687822,Mv Consultora,22776539,True,,,Buenos Aires|Villa Rosa,B Sta Guadalup 0 lote 163,,,,,Villa Rosa - Buenos Aires,(011) 15 - 3017 - 6530,+5491130176530,caroavm@gmail.com
15814453,Estudio de Arquitectura Luis Villalon Gonzalez,21565528,True,,http://www.arqvillalon.com,Buenos Aires|Mar del Plata,G E Hudson,4327,,-38.00542,-57.574455,Mar del Plata - Buenos Aires,(0223) 15 - 600 - 1381,+5492236001381,
10400686,Seni Encofrados,01260331,True,,http://www.grupocams.com,Buenos Aires|Mar del Plata,Alvarado,1362,3,-38.016186,-57.542828,Mar del Plata - Buenos Aires,(0223) 451 - 6731,+542234516731,
15559314,Arquitectos Santiago Velazco y Gabriel Velázquez,21983622,True,,,Buenos Aires|Caseros,D Magdalena,2250,,-34.60535,-58.56033,Caseros - Buenos Aires,(011) 15 - 3263 - 8223,+5491132638223,santiagov_arquitectura@hotmail.com
15780370,Ripari Ricardo+Asociados Bureau de Arquitectos,00560830,True,,,Buenos Aires|La Plata,Diagonal 75,194,,-34.931332,-57.947878,La Plata - Buenos Aires,(0221) 452 - 2136,+542214522136,consultas@estudioripari.com.ar
15868193,Raul Maffoni Propiedades,00605611,True,,www.maffonipropiedades.com.ar,Buenos Aires|Adrogué,N Avellaneda,595,,-34.79928,-58.398823,Adrogué - Buenos Aires,(011) 4294 - 0487,+541142940487,info@maffonipropiedades.com.ar
15240723,Rivas Sandra,21913688,True,,,Buenos Aires|Manuel B Gonnet,499,1446,,-34.89125,-58.02144,Manuel B Gonnet - Buenos Aires,(0221) 15 - 498 - 7391,+5492214987391,arq.sandra.rivas@gmail.com
15944357,C-Ar-Ing Constructora,00212315,True,,http://www.caringconstructora.com.ar,Buenos Aires|Cañuelas,Basavilbaso,657,,-35.056557,-58.75695,Cañuelas - Buenos Aires,(02226) 42 - 1998,+542226421998,
16564978,Nestor Mario Gabilan,21947768,True,,,Buenos Aires|Mar del Plata,No informa S/N,,,,,Mar del Plata - Buenos Aires,(0223) 15 - 437 - 9210,+5492234379210,
15096834,Arquitecura Bartoletti y Asociados,21958849,True,,,Buenos Aires|Chascomús,Moreno,226,,-35.58109,-58.01014,Chascomús - Buenos Aires,(02241) 42 - 3982,+542241423982,
15781958,Barone Aberturas,00236366,True,,http://www.baroneaberturas.com.ar,Buenos Aires|La Plata,60,756,,-34.924053,-57.94486,La Plata - Buenos Aires,(0221) 452 - 0825,+542214520825,ventas@baroneaberturas.com.ar
16693591,Alfa Cerámicos,21408369,True,"Somos líderes en el mercado de venta de cerámicos y pegamentos. Nuestro extenso catálogo de cerámicos incluye una amplia gama de estilos, diseños y tamaños, adecuados para todo tipo de proyectos de construcción y remodelación. Nos comprometemos con proporcionar productos de calidad, un servicio excepcional y precios competitivos. Ya sea que seas un profesional de la construcción, un arquitecto o simplemente un amante del diseño de interiores.",,Buenos Aires|Mar del Plata,Av Colón,6945,,-37.98116,-57.59369,Mar del Plata - Buenos Aires,(0223) 15 - 520 - 9187,+5492235209187,mgquinteros@hotmail.com
15538608,Caja de Prevision Social P/Agrimensores - Arquitectos - Inge,00230068,True,,http://www.caaitba.org.ar,Buenos Aires|La Plata,48,695,,-34.915,-57.953,La Plata - Buenos Aires,(0221) 412 - 0600,+542214120600,jrossi@caaitba.org.ar
16560033,Fiorentini Nutz Diseño y Construccion,22761909,True,,,Buenos Aires|Tigre,Bourdieu,530,,-34.423973,-58.579693,Tigre - Buenos Aires,(011) 15 - 6950 - 6501,+5491169506501,efndyc@gmail.com
13201300,Carbone y Fernandez,00360262,True,,,Buenos Aires|Ituzaingo,F De Olazábal,863,1,-34.656918,-58.667923,Ituzaingo - Buenos Aires,(011) 4458 - 3616,+541144583616,
16843431,Eduardo J San Andres,21212849,True,,,Buenos Aires|Ringuelet,7,1343,,,,Ringuelet - Buenos Aires,(0221) 15 - 418 - 5104,+5492214185104,
15033894,Gicovate Arquitectos,01068118,True,,,Buenos Aires|Martínez,Emilio Lamarca,385,1,-34.48788,-58.495808,Martínez - Buenos Aires,(011) 4733 - 6664,+541147336664,
16873694,S M Arquitectura,22765415,True,,http://www.smarquitecturaconstrucciones.com,Buenos Aires|Pinamar,Ing Devillard 983,,,,,Pinamar - Buenos Aires,(0221) 15 - 419 - 1371,+5492214191371,mendez.severo@gmail.com
16883080,Ame - Estudio de Arquitectura - Arquitectos Manzi - Epstein,01434221,True,,,Buenos Aires|Ingeniero Maschwitz,Falucho,1503,,-34.39084,-58.73891,Ingeniero Maschwitz - Buenos Aires,(0348) 444 - 1104,+543484441104,
15230786,Alonso Raul,01078758,True,,,Buenos Aires|San Isidro,Martín y Omar,129,,-34.471867,-58.5125,San Isidro - Buenos Aires,(011) 4743 - 0376,+541147430376,
15672095,Cabrera Daniel Alberto,21546632,True,,,Buenos Aires|Marcos Paz,Dr M Paz,614,,-34.78325,-58.85,Marcos Paz - Buenos Aires,(0220) 477 - 2133,+542204772133,
11536007,Arquitectos,01249428,True,,,Buenos Aires|Valentín Alsina,Ucrania,1050,PB,-34.678604,-58.406364,Valentín Alsina - Buenos Aires,(011) 4209 - 7285,+541142097285,
15725259,El Faro Construcciones y Servicios,01396966,True,,www.faroconsultores.org,Buenos Aires|Banfield,Viamonte,1592,,-34.742912,-58.38865,Banfield - Buenos Aires,(011) 4202 - 5171,+541142025171,consultoraelfaro@hotmail.com
15831368,Arquisuarez,00887300,True,,www.arquisuarez.com.ar,Buenos Aires|Castelar,Cañada De Ruiz,690,,-34.64131,-58.624413,Castelar - Buenos Aires,(011) 4627 - 1249,+541146271249,info@arquisuarez.com.ar
12554626,Fazio Haydee,21557903,True,,,Buenos Aires|Ranelagh,Calle 370,592,,-34.783867,-58.20097,Ranelagh - Buenos Aires,(011) 4258 - 8819,+541142588819,
16031183,Estudio de Arquitectura Door,22432477,True,,,Buenos Aires|La Plata,116,424,,-34.90011,-57.951218,La Plata - Buenos Aires,(0221) 15 - 605 - 8068,+5492216058068,doorestudio@gmail.com
14084482,Estudio Praderio,00670135,True,,,Buenos Aires|La Plata,73,382,,-34.928497,-57.921284,La Plata - Buenos Aires,(0221) 452 - 3955,+542214523955,
10803446,Alvarez Daniel,00357822,True,,,Buenos Aires|Hurlingham,F De Alfaro,748,,-34.596203,-58.62661,Hurlingham - Buenos Aires,(011) 4452 - 1458,+541144521458,
14705452,Arquitectura la Lucila,21907749,True,,www.arquitecturalalucila.jimdo.com,Buenos Aires|La Lucila del Mar,San Juan,5000,,-36.667202,-56.68863,La Lucila del Mar - Buenos Aires,(02257) 46 - 4668,+542257464668,
14777707,Crear Estudio,21549600,True,,www.crearestudio.com.ar,Buenos Aires|Ringuelet,13 Bis,1209,,,,Ringuelet - Buenos Aires,(0221) 484 - 4148,+542214844148,
15595463,Estudio Siezien,00316400,True,,,Buenos Aires|Wilde,F Onsari,291,PB,-34.70674,-58.32066,Wilde - Buenos Aires,(011) 4207 - 1043,+541142071043,
14435310,M&C Arquitectos,01436334,True,,www.myc-arquitectos.com.ar,Buenos Aires|Hurlingham,Bizet,2483,PB,-34.599026,-58.641907,Hurlingham - Buenos Aires,(011) 4665 - 9529,+541146659529,estudio@myc-arquitectos.com.ar
16050008,Rakita Matteoli,21622446,True,,www.rm-arquitectos.com.ar,Buenos Aires|San Bernardo,J C Chiozza,2874,,-36.69499,-56.68864,San Bernardo - Buenos Aires,(02257) 46 - 8352,+542257468352,estudio@rm-arquitectos.com.ar
16065417,Cangiano Capparelli,00673880,True,,www.cangianocapparelli.com.ar,Buenos Aires|Pinamar,Jason 1371,,,,,Pinamar - Buenos Aires,(02254) 40 - 5060,+542254405060,info@cangianocapparelli.com.ar
16068802,Grupo Idear Arquitectura Cons,21744986,True,,,Buenos Aires|Mar del Plata,Alvarado,1796,,-38.014014,-57.547222,Mar del Plata - Buenos Aires,(0223) 491 - 5416,+542234915416,
14155980,Julio Lopez Vietri,01363623,True,,,Buenos Aires|Martínez,Av Santa Fe,1771,08,-34.48779,-58.501507,Martínez - Buenos Aires,(011) 4798 - 1421,+541147981421,
16085544,Arquitecta Patricia Monica Damiani,21965243,True,,,Buenos Aires|Adolfo Sourdeaux,Esqui,5318,,-34.50213,-58.65651,Adolfo Sourdeaux - Buenos Aires,(011) 15 - 4196 - 5235,+5491141965235,
16092035,Mariela Hedo,22531871,True,,,Buenos Aires|Mar del Plata,Formosa,3467,,-38.012745,-57.569702,Mar del Plata - Buenos Aires,(0249) 15 - 431 - 8096,+5492494318096,marielahedo@gmail.com
13816383,Demaio Gustavo - Arquitecto,00702718,True,,,Buenos Aires|Pinamar,De Las Artes,261,,-37.11898,-56.86568,Pinamar - Buenos Aires,(02254) 48 - 3028,+542254483028,
16094744,Martinez Parra Maria Julieta,21291304,True,,,Buenos Aires|Cañuelas,Rivadavia,498,,-35.055717,-58.757435,Cañuelas - Buenos Aires,(02226) 43 - 3122,+542226433122,
16094754,Mario Rafael Melgar,21210805,True,,,Buenos Aires|Juan María Gutiérrez,413,907,,,,Juan María Gutiérrez - Buenos Aires,(02229) 45 - 4282,+542229454282,
16095714,Helio Eneas Casal,21804599,True,,,Buenos Aires|Parque Camet,J MARIANI 6129,,,,,Parque Camet - Buenos Aires,(0223) 479 - 6241,+542234796241,casalhelio@copetel.com.ar
16095786,Bulla Arquitectura,21928569,True,,,Buenos Aires|San Nicolás,Nación,295,,-33.333504,-60.22824,San Nicolás - Buenos Aires,(0336) 15 - 403 - 6854,+5493364036854,ceciliabulla@hotmail.com
16098342,Dimension Urbana,22532332,True,,,Buenos Aires|Pigüé,No informa SN,,,,,Pigüé - Buenos Aires,(02923) 15 - 52 - 0421,+5492923520421,arqmcmoralejo@gmail.com
15786525,Estudio Maneiro Vazquez,00851839,True,,www.maneirovazquez.com.ar,Buenos Aires|Pinamar,Av Arq J Bunge,324,,-37.118813,-56.86568,Pinamar - Buenos Aires,(02254) 47 - 0163,+542254470163,info@maneirovazquez.com.ar
16101099,Estudio de Arquitectura Trevissan,22532584,True,,,Buenos Aires|La Plata,55,551,5,-34.916485,-57.945736,La Plata - Buenos Aires,(011) 15 - 5974 - 2885,+5491159742885,normatrevisan2000@yahoo.com.ar
16102102,Estudio Salleras Jorge- Mariano,01376299,True,,,Buenos Aires|Tortuguitas,Del Viso,S/N,,,,Tortuguitas - Buenos Aires,(02320) 49 - 8521,+542320498521,
16130261,Arquihome,01375269,True,,,Buenos Aires|La Lonja,PANAMERICANA KM50 PILAR,,,,,La Lonja - Buenos Aires,(0230) 447 - 3487,+542304473487,arquihome@gmail.com
13627611,Valeria E. Llamazazares,21735177,True,,,Buenos Aires|Bahía Blanca,Caronti,348,2b,-38.71064,-62.266754,Bahía Blanca - Buenos Aires,(0291) 15 - 422 - 5037,+5492914225037,
14771557,Zaccanti & Monti,21920791,True,,www.zaccantimonti.com.ar,Buenos Aires|Mar del Plata,San Lorenzo,2523,,-38.01167,-57.555656,Mar del Plata - Buenos Aires,(0223) 15 - 455 - 9436,+5492234559436,arquitectoszm@gmail.com
16165880,Estudio de Arquitectos Msm,22536943,True,,,Buenos Aires|Balcarce,Calle 24,630,,-37.866585,-58.25,Balcarce - Buenos Aires,(02266) 15 - 44 - 9868,+5492266449868,estudioarqmsm@gmail.com
16168799,Om Soluciones Integrales,22537276,True,,,Buenos Aires|Mar del Plata,Av Vértiz,8102,,-38.017025,-57.594543,Mar del Plata - Buenos Aires,(0223) 15 - 564 - 4078,+5492235644078,om.obrasmetalicas@gmail.com
11353463,Fernadez Borda,00745481,True,,www.fernandezborda.com.ar,Buenos Aires|Del Viso,Col 12 De Oct S/N,,,,,Del Viso - Buenos Aires,(02320) 40 - 7888,+542320407888,info@fernandezborda.com.ar
13572409,Andres Moroni Arquitecto,21729611,True,,,Buenos Aires|Bahía Blanca,Azara,3160,,-38.70352,-62.228577,Bahía Blanca - Buenos Aires,(0291) 15 - 503 - 8338,+5492915038338,moroniandres@yahoo.com
